"rank"	"DPName"	"dpID"	"dpIDSource"	"DPNumber"	"table"	"tableDescription"	"fieldName"	"description"	"dataType"	"units"	"measurementScale"	"ontologyMapping"	"pubFormat"	"exampleEntry"	"usage"	"fieldType"	"tableType"	"inputs"	"ingestDPIDSource"	"ingestTableSource"	"ingestFieldSource"	"inputFieldParameter"	"filterSampleClass"	"timeIndex"	"timeDescription"	"downloadPkg"	"dataCategory"	"sampleInfo"	"lovName"	"primaryKey"	"redactionFlag"
7	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"qaReferenceID"	"Identifier for quality assurance reference material or standard"	"string"	NA	"textDomain"	""	"asIs"	"Peach_7701.12"	"publication"	"DP"	"lab-current"	"qaReferenceID"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
8	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"analyteKnownValue"	"The known value of a given analyte for a quality assurance reference material or standard, with units tied to the analyte"	"real"	NA	"ratio"	""	"*.##(round)"	"12.15"	"publication"	"DP"	"lab-current"	"analyteKnownValue"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
9	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"analyteObservedValue"	"The measured value of a given analyte for a standard reference material, with units tied to the analyte"	"real"	NA	"ratio"	""	"*.##(round)"	"11.73"	"publication"	"DP"	"lab-current"	"analyteObservedValue"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
10	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"analyteStandardDeviation"	"Long-term average standard deviation values of the analyte, based on analysis of quality assurance reference materials or standards treated as unknowns"	"real"	NA	"ratio"	""	"*.###(round)"	"0.75"	"publication"	"DP"	"lab-current"	"analyteStandardDeviation"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
11	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"analytePercentRecovery"	"Percent recovery of the analyte, based on analysis of quality assurance reference materials or standards treated as unknowns"	"real"	"percent"	"ratio"	""	"*.#(round)"	"96.3"	"publication"	"DP"	"lab-current"	"analytePercentRecovery"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
12	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"analyteMetricsCount"	"Count of how many measurements were used to determine analyte metrics"	"unsigned integer"	"number"	"ratio"	""	"integer"	"106"	"publication"	"DP"	"lab-current"	"analyteMetricsCount"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
13	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"qaReportingStartDate"	"Start date for the quality assurance (QA) reporting period"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20150101"	"publication"	"DP"	"lab-current"	"qaReportingStartDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
14	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"qaReportingEndDate"	"End date for the quality assurance (QA) reporting period"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20170101"	"publication"	"DP"	"lab-current"	"qaReportingEndDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
15	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"laboratoryName"	"Name of the laboratory or facility that is processing the sample"	"string"	NA	"nominal"	""	"asIs"	"Soil and Forage Analysis Lab"	"publication"	"DP"	"lab-current"	"namedLocationName"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"ACTIVITY_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
16	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"labSpecificStartDate"	"Date a specific analyte, instrument, and associated method detection limit combination started"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20150101"	"publication"	"DP"	"lab-current"	"labSpecificStartDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"none"	"N"	""	""	"N"	""
17	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"labSpecificEndDate"	"Date a specific analyte, instrument, and associated method detection limit combination ended"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20170101"	"publication"	"DP"	"lab-current"	"labSpecificEndDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"none"	"N"	""	""	"N"	""
18	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"instrument"	"Type of instrument used for the analysis"	"string"	NA	"textDomain"	""	"asIs"	"Ankom Model 200 plus Thermo Fisher Scientific BF5 Muffle Furnace"	"publication"	"DP"	"lab-current"	"instrument"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
19	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"testMethod"	"Method used to conduct test"	"string"	NA	"textDomain"	""	"asIs"	"SOP_WBL-M-028"	"publication"	"DP"	"lab-current"	"testMethod"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
20	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"method"	"Published method used for analysis"	"string"	NA	"textDomain"	""	"asIs"	"Fiber (Acid Detergent) and Lignin in Animal Feed. (973.18) Official Methods of Analysis. 1990. Association of Official Analytical Chemists. 15th Edition."	"publication"	"DP"	"lab-current"	"method"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
21	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10031.001"	NA	"lig_externalSummary_pub"	"Long-term uncertainty values for lignin analysis in plant tissue"	"dataQF"	"Data quality flag"	"string"	NA	"nominal"	""	"asIs"	""	"publication"	"DP"	"lab-current"	"dataQF"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_ligninSummary_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
1	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"uid"	"Unique ID within NEON database; an identifier for the record"	"string"	NA	"textDomain"	""	"asIs"	""	"publication"	"uid"	"site-all"	""	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"GENERATED"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
2	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"namedLocation"	"Name of the measurement location in the NEON database"	"string"	NA	"nominal"	""	"asIs"	"GRSM_033.basePlot"	"publication"	"DP"	"site-all"	"namedLocationName"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"ACTIVITY_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
3	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"date"	"Date or date and time of measurement, observation, or collection event"	"dateTime"	NA	"dateTime"	"DWC_v2009-04-24:eventDate [http://rs.tdwg.org/dwc/terms/history/index.htm#eventDate-2009-04-24]"	"yyyy-MM-dd(floor)"	"20151016"	"publication"	"resultStartDate"	"site-all"	"activityStartDate"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"ACTIVITY_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
4	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"endDate"	"The end date-time or interval during which an event occurred"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20151016"	"publication"	"resultEndDate"	"site-all"	"activityEndDate"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"ACTIVITY_TABLE"	""	""	0	NA	"none"	"N"	""	""	"N"	""
5	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"eventID"	"An identifier for the set of information associated with the event, which includes information about the place and time of the event"	"string"	NA	"textDomain"	"DWC_v2009-04-24:eventID [http://rs.tdwg.org/dwc/terms/history/index.htm#eventID-2009-04-24]"	"asIs"	"vst_GRSM_2015"	"publication"	"DP"	"site-all"	"eventID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"Y"	""
6	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"domainID"	"Unique identifier of the NEON domain"	"string"	NA	"nominal"	"DWC_v2009-04-24:locationID [http://rs.tdwg.org/dwc/terms/history/index.htm#locationID-2009-04-24]"	"asIs"	"D07"	"publication"	"DP"	"site-all"	"DOMAIN"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"NAMED_LOCATION"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
7	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"siteID"	"NEON site code"	"string"	NA	"nominal"	"DWC_v2009-04-24:locationID [http://rs.tdwg.org/dwc/terms/history/index.htm#locationID-2009-04-24]"	"asIs"	"GRSM"	"publication"	"DP"	"site-all"	"SITE"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"NAMED_LOCATION"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
8	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"plotID"	"Plot identifier (NEON site code_XXX)"	"string"	NA	"nominal"	""	"asIs"	"GRSM_033"	"publication"	"DP"	"site-all"	"Plot ID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"NAMED_LOCATION"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
9	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"subplotID"	"Identifier for the NEON subplot"	"string"	NA	"nominal"	""	"LOV"	"23"	"publication"	"DP"	"site-all"	"subplotID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	"vst.subplot"	"N"	""
10	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"nestedSubplotID"	"Numeric identifier for nested subplot ID within a subplotID"	"string"	NA	"nominal"	""	"LOV"	"2"	"publication"	"DP"	"site-all"	"nestedSubplotID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	"vst.nestedSubplot"	"N"	""
11	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"pointID"	"Identifier for a point location"	"string"	NA	"nominal"	""	"asIs"	"41"	"publication"	"DP"	"site-all"	"pointID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"Y"	""	""	"N"	""
12	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"stemDistance"	"Horizontal distance from stem to pointID location"	"real"	"meter"	"ratio"	""	"*.#(round)"	"10.3"	"publication"	"DP"	"site-all"	"stemDistance"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"Y"	""	""	"N"	""
13	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"stemAzimuth"	"Azimuth relative to True North between stem and pointID location"	"real"	"degree"	"ratio"	""	"*.#(round)"	"121.5"	"publication"	"DP"	"site-all"	"stemAzimuth"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"Y"	""	""	"N"	""
14	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"individualID"	"Domain-level unique identifier for an individual: NEON.MOD.D##.######"	"string"	NA	"textDomain"	""	"asIs"	"NEON.PLA.D07.2249"	"publication"	"DP"	"site-all"	"primarySampleTag"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"SAMPLE_TABLE"	"taggedPlant"	""	0	NA	"expanded"	"Y"	"Equals:vst_mapping_in.individualID"	""	"Y"	""
15	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"individualBarcode"	"Barcode for a tagged individual"	"string"	NA	"textDomain"	""	"asIs"	"11FF079DB58949958EABA074E682B388"	"publication"	"DP"	"site-all"	"primarySampleBarcode"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"SAMPLE_TABLE"	"taggedPlant"	""	0	NA	"none"	"N"	""	""	"N"	""
16	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"supportingStemIndividualID"	"Globally unique identifier for stem on which a liana is growing"	"string"	NA	"textDomain"	""	"asIs"	"NEON.PLA.D07.2241"	"publication"	"DP"	"site-all"	"supportingStemTagID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
17	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"previouslyTaggedAs"	"Indicates the tagID previously reported for a given individual"	"string"	NA	"textDomain"	""	"asIs"	"1234"	"publication"	"DP"	"site-all"	"previouslyTaggedAs"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
18	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"samplingProtocolVersion"	"The NEON document number and version where detailed information regarding the sampling method used is available; format NEON.DOC.######vX"	"string"	NA	"textDomain"	"DWC_v2009-04-24:samplingProtocol [http://rs.tdwg.org/dwc/terms/history/index.htm#samplingProtocol-2009-04-24]"	"LOV"	"NEON.DOC.000987vD"	"publication"	"DP"	"site-all"	"samplingProtocolVersion"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	"vst.samplingProtocolVersion"	"N"	""
19	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"taxonID"	"Species code, based on one or more sources"	"string"	NA	"textDomain"	"DWC_v2009-08-24:taxonID [http://rs.tdwg.org/dwc/terms/history/index.htm#taxonID-2009-08-24]"	"asIs"	"LITU"	"publication"	"DP"	"site-all"	"acceptedTaxonID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"NEON_TAXONOMY"	"PLANT"	""	0	NA	"expanded"	"Y"	""	""	"N"	""
20	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"scientificName"	"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined"	"string"	NA	"textDomain"	"DWC_v2009-04-24:scientificName [http://tdwg.github.io/dwc/terms/history/index.htm#scientificName-2009-09-21]"	"asIs"	"Liriodendron tulipifera"	"publication"	"DP"	"site-all"	"scientificName"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"NEON_TAXONOMY"	"PLANT"	""	0	NA	"expanded"	"Y"	""	""	"N"	""
21	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"taxonRank"	"The lowest level taxonomic rank that can be determined for the individual or specimen"	"string"	NA	"textDomain"	"DWC_v2009-09-21:taxonRank[http://rs.tdwg.org/dwc/terms/history/index.htm#taxonRank-2009-09-21]"	"asIs"	"species"	"publication"	"DP"	"site-all"	"taxonRank"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"NEON_TAXONOMY"	"PLANT"	""	0	NA	"expanded"	"N"	""	""	"N"	""
22	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"identificationReferences"	"A list of sources (concatenated and semicolon separated) used to derive the specific taxon concept; including field guide editions, books, or versions of NEON keys used"	"string"	NA	"textDomain"	"DWC_v2014-10-23:identificationReferences [http://rs.tdwg.org/dwc/terms/history/index.htm#identificationReferences-2014-10-23]"	"asIs"	"Flora Novae Angliae (Haines 2011)"	"publication"	"DP"	"site-all"	"identificationReferences"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
23	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"morphospeciesID"	"Identifier for morphospecies"	"string"	NA	"textDomain"	""	"asIs"	"heart leaves"	"publication"	"DP"	"site-all"	"morphospeciesID"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
24	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"morphospeciesIDRemarks"	"Technician notes about the morphospecies; free text comments accompanying the record"	"string"	NA	"textDomain"	""	"asIs"	"white bark maybe aspen"	"publication"	"DP"	"site-all"	"morphospeciesIDRemarks"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
25	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"identificationQualifier"	"A standard term to express the determiner's doubts about the Identification"	"string"	NA	"nominal"	"DWC_v2009-04-24:identificationQualifier [http://rs.tdwg.org/dwc/terms/history/index.htm#identificationQualifier-2009-04-24]"	"LOV"	"cf. species"	"publication"	"DP"	"site-all"	"identificationQualifier"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	"Identification Qualifiers"	"N"	""
26	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"remarks"	"Technician notes; free text comments accompanying the record"	"string"	NA	"textDomain"	"DWC_v2009-04-24:identificationRemarks [http://rs.tdwg.org/dwc/terms/history/index.htm#identificationRemarks-2009-04-24]"	"asIs"	"0"	"publication"	"DP"	"site-all"	"remarks"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
27	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10098.001"	NA	"vst_mappingandtagging_pub"	"Mapping, identifying and tagging of individual stems for remeasurement"	"measuredBy"	"An identifier for the technician who measured or collected the data"	"string"	NA	"textDomain"	""	"obfuscate"	"personA@battelleecology.org"	"publication"	"DP"	"site-all"	"measuredBy"	"NEON.DOM.SITE.DP0.10098.001"	"vst_mappingandtagging_in"	"DP_TABLE"	""	""	0	NA	"expanded"	"N"	""	""	"N"	""
